TrainingFile,DBFile,DTWDistance
evaluation_set\Victoria\1.wav,class_reprentative\Tamir\5.wav,56.78315526556125
evaluation_set\Victoria\1.wav,class_reprentative\Tamir\6.wav,75.59980188393278
evaluation_set\Victoria\1.wav,class_reprentative\Tamir\7.wav,47.55114769720022
evaluation_set\Victoria\1.wav,class_reprentative\Tamir\8.wav,66.81668685591414
evaluation_set\Victoria\1.wav,class_reprentative\Tamir\9.wav,48.7500871400095
evaluation_set\Victoria\2.wav,class_reprentative\Tamir\0.wav,89.60875565741726
evaluation_set\Victoria\2.wav,class_reprentative\Tamir\1.wav,113.29451294666045
evaluation_set\Victoria\2.wav,class_reprentative\Tamir\2.wav,150.12311729516387
evaluation_set\Victoria\2.wav,class_reprentative\Tamir\3.wav,137.9206365692564
evaluation_set\Victoria\2.wav,class_reprentative\Tamir\4.wav,94.33799412580788
evaluation_set\Victoria\2.wav,class_reprentative\Tamir\5.wav,116.33201820776887
evaluation_set\Victoria\2.wav,class_reprentative\Tamir\6.wav,156.55669455205873
evaluation_set\Victoria\2.wav,class_reprentative\Tamir\7.wav,94.73738073734057
evaluation_set\Victoria\2.wav,class_reprentative\Tamir\8.wav,132.53286796188172
evaluation_set\Victoria\2.wav,class_reprentative\Tamir\9.wav,97.00788732537713
evaluation_set\Victoria\3.wav,class_reprentative\Tamir\0.wav,91.44173759055819
evaluation_set\Victoria\3.wav,class_reprentative\Tamir\1.wav,117.45874508146416
evaluation_set\Victoria\3.wav,class_reprentative\Tamir\2.wav,172.69262508024957
evaluation_set\Victoria\3.wav,class_reprentative\Tamir\3.wav,157.40167133420218
evaluation_set\Victoria\3.wav,class_reprentative\Tamir\4.wav,93.89209988420106
evaluation_set\Victoria\3.wav,class_reprentative\Tamir\5.wav,121.62960427809287
evaluation_set\Victoria\3.wav,class_reprentative\Tamir\6.wav,170.6667230656078
evaluation_set\Victoria\3.wav,class_reprentative\Tamir\7.wav,96.12617282503093
evaluation_set\Victoria\3.wav,class_reprentative\Tamir\8.wav,143.8480045405803
evaluation_set\Victoria\3.wav,class_reprentative\Tamir\9.wav,103.76458506526062
evaluation_set\Victoria\4.wav,class_reprentative\Tamir\0.wav,29.757989061629168
evaluation_set\Victoria\4.wav,class_reprentative\Tamir\1.wav,39.36225033350546
evaluation_set\Victoria\4.wav,class_reprentative\Tamir\2.wav,50.7979608628349
evaluation_set\Victoria\4.wav,class_reprentative\Tamir\3.wav,46.566865216872
evaluation_set\Victoria\4.wav,class_reprentative\Tamir\4.wav,30.872173336602614
evaluation_set\Victoria\4.wav,class_reprentative\Tamir\5.wav,37.87942215756047
evaluation_set\Victoria\4.wav,class_reprentative\Tamir\6.wav,48.71515764851186
evaluation_set\Victoria\4.wav,class_reprentative\Tamir\7.wav,30.162410449076635
evaluation_set\Victoria\4.wav,class_reprentative\Tamir\8.wav,40.735561223457715
evaluation_set\Victoria\4.wav,class_reprentative\Tamir\9.wav,32.98514441540183
evaluation_set\Victoria\5.wav,class_reprentative\Tamir\0.wav,44.625334978272285
